MOF,n_metal,n_unique_metal,n_unique_ox_state,min_max_proba,max_max_proba,metal,ox_state,LS,tot_LS,HS,total_M_HS,IS,toal_M_IS
qmof-b5c2834,4,1,1,0.986855638442872,0.986855638442872,Co,2,1,4,3,12,,
qmof-b618011,8,1,1,0.989337489301339,0.989337489301339,Co,2,1,8,3,24,,
qmof-b62b6d8,2,1,1,0.912844615546775,0.912844615546775,Co,2,1,2,3,6,,
qmof-b6c5aeb,12,1,1,0.981460644687131,0.991788095777937,Co,2,1,12,3,36,,
qmof-b6d938a,8,1,1,0.981091941033892,0.981091941033892,Co,2,1,8,3,24,,
qmof-b727e60,2,1,1,0.84378383916946,0.84378383916946,Co,2,1,2,3,6,,
qmof-b76118a,4,1,1,0.899596826565163,0.981434641354445,Co,2,1,4,3,12,,
qmof-b77a192,8,1,1,0.905835789158478,0.979803357672248,Co,2,1,8,3,24,,
qmof-b7815da,4,1,1,0.957859131049073,0.957859131049073,Co,2,1,4,3,12,,
qmof-b78a98a,2,1,1,0.862535475165868,0.862535475165868,Co,2,1,2,3,6,,
qmof-b7b8b62,3,1,1,0.961476696241787,0.98015721750775,Co,2,1,3,3,9,,
qmof-b7f9162,2,1,1,0.912369982981393,0.912369982981393,Co,2,1,2,3,6,,
qmof-b858d4e,16,1,1,0.90873082951188,0.90873082951188,Co,2,1,16,3,48,,
qmof-b8be726,1,1,1,0.834250094604096,0.834250094604096,Co,2,1,1,3,3,,
qmof-b92e7e5,2,1,1,0.782940784321471,0.79399502280134,Co,2,1,2,3,6,,
qmof-b981b73,4,1,1,0.961556273526025,0.961556273526025,Co,2,1,4,3,12,,
qmof-ba27671,2,1,1,0.681333425191471,0.686607887173931,Co,2,1,2,3,6,,
qmof-ba8d316,2,1,1,0.739584862871148,0.739584862871148,Co,2,1,2,3,6,,
qmof-baebcf8,4,1,1,0.947423770797866,0.947423770797866,Co,2,1,4,3,12,,
qmof-bb2839a,1,1,1,0.846368999445809,0.846368999445809,Co,2,1,1,3,3,,
qmof-bc35341,3,1,1,0.974328634677555,0.980989134389934,Co,2,1,3,3,9,,
qmof-bce77ec,1,1,1,0.985121069851901,0.985121069851901,Co,2,1,1,3,3,,
qmof-bd837da,1,1,1,0.96442641958103,0.96442641958103,Co,2,1,1,3,3,,
qmof-bdab5c6,1,1,1,0.637052044619108,0.637052044619108,Co,2,1,1,3,3,,
qmof-bdb54d3,2,1,1,0.95871518201029,0.95871518201029,Co,2,1,2,3,6,,
qmof-be16f87,1,1,1,0.90569532427932,0.90569532427932,Co,2,1,1,3,3,,
qmof-be2d371,2,1,1,0.821083377743831,0.821083377743831,Co,2,1,2,3,6,,
qmof-be3ffea,1,1,1,0.890386826369756,0.890386826369756,Co,2,1,1,3,3,,
qmof-be40ee3,2,1,1,0.991409028476773,0.991409028476773,Co,2,1,2,3,6,,
qmof-beae772,4,1,1,0.989408384377231,0.989408384377231,Co,2,1,4,3,12,,
qmof-bf36eb9,4,1,1,0.864866735171515,0.987203240495597,Co,2,1,4,3,12,,
qmof-bf84f9f,2,1,1,0.989693198809391,0.989693198809391,Co,2,1,2,3,6,,
qmof-bf91379,9,1,1,0.906163167677753,0.989254200706688,Co,2,1,9,3,27,,
qmof-c031e4d,4,1,1,0.859052997730912,0.960947879310644,Co,2,1,4,3,12,,
qmof-c0a3a59,1,1,1,0.963244434195675,0.963244434195675,Co,2,1,1,3,3,,
qmof-c0d0be0,2,1,1,0.988306964376071,0.988306964376071,Co,2,1,2,3,6,,
qmof-c0dbd72,12,1,1,0.631078415808174,0.971706149691529,Co,2,1,12,3,36,,
qmof-c0f3800,6,1,1,0.975471115017422,0.9884103980989,Co,2,1,6,3,18,,
qmof-c11323c,2,1,1,0.98107687331301,0.98107687331301,Co,2,1,2,3,6,,
qmof-c147f6d,2,1,1,0.940826759215493,0.940826759215493,Co,2,1,2,3,6,,
qmof-c17855f,2,1,1,0.985741173365764,0.985741173365764,Co,2,1,2,3,6,,
qmof-c1cca62,2,1,1,0.945297363625579,0.945297363625579,Co,2,1,2,3,6,,
qmof-c207cf7,2,1,1,0.981434641354445,0.981434641354445,Co,2,1,2,3,6,,
qmof-c214461,4,1,1,0.990357301155476,0.990357301155476,Co,2,1,4,3,12,,
qmof-c2d0a95,5,1,1,0.869778174955522,0.979515443326838,Co,2,1,5,3,15,,
qmof-c3ff310,1,1,1,0.988580673103132,0.988580673103132,Co,2,1,1,3,3,,
qmof-c40a6a3,2,1,1,0.849082436971752,0.97994247442419,Co,2,1,2,3,6,,
qmof-c47a25a,6,1,1,0.880948292560553,0.972307940415666,Co,2,1,6,3,18,,
qmof-c48387a,2,1,1,0.987623452292381,0.987623452292381,Co,2,1,2,3,6,,
qmof-c49d30b,2,1,1,0.874867106645782,0.874867106645782,Co,2,1,2,3,6,,
qmof-c5000eb,4,1,1,0.977165117476354,0.977165117476354,Co,2,1,4,3,12,,
qmof-c521538,2,1,1,0.94244864652701,0.94244864652701,Co,2,1,2,3,6,,
qmof-c587782,4,1,1,0.93677572516815,0.93677572516815,Co,2,1,4,3,12,,
qmof-c5b8465,6,1,1,0.913638552868102,0.915061087525517,Co,2,1,6,3,18,,
qmof-c61bee5,12,1,1,0.970283901305593,0.984886818580727,Co,2,1,12,3,36,,
qmof-c631f72,2,1,1,0.98107687331301,0.98107687331301,Co,2,1,2,3,6,,
qmof-c68ff44,2,1,1,0.991409028476773,0.991409028476773,Co,2,1,2,3,6,,
qmof-c6a46ca,2,1,1,0.961527967043581,0.961527967043581,Co,2,1,2,3,6,,
qmof-c701205,2,1,1,0.988579077979106,0.988579077979106,Co,2,1,2,3,6,,
qmof-c709b2d,4,1,1,0.989520918069386,0.989520918069386,Co,2,1,4,3,12,,
qmof-c716cfc,2,1,1,0.919460623272388,0.919460623272388,Co,2,1,2,3,6,,
qmof-c7376df,4,1,1,0.885817547055573,0.886049037798831,Co,2,1,4,3,12,,
qmof-c775fd7,2,1,1,0.989466308684711,0.989466308684711,Co,2,1,2,3,6,,
qmof-c7761f6,3,1,1,0.889735741055439,0.932090968558166,Co,2,1,3,3,9,,
qmof-c80d5aa,1,1,1,0.845705194159279,0.845705194159279,Co,2,1,1,3,3,,
qmof-c8863c1,1,1,1,0.87929953482249,0.87929953482249,Co,2,1,1,3,3,,
qmof-c8cd84e,1,1,1,0.883122685196257,0.883122685196257,Co,2,1,1,3,3,,
qmof-c8f0292,2,1,1,0.888563739529368,0.888563739529368,Co,2,1,2,3,6,,
qmof-c9351f5,4,1,1,0.876755127794996,0.876755127794996,Co,2,1,4,3,12,,
qmof-c95bdf0,4,1,1,0.936345212163117,0.936345212163117,Co,2,1,4,3,12,,
qmof-c96d53b,2,1,1,0.981026710939988,0.981026710939988,Co,2,1,2,3,6,,
qmof-c97f3de,2,1,1,0.846763111660694,0.856192287715316,Co,2,1,2,3,6,,
qmof-c9afd47,4,1,1,0.849899392685553,0.849899392685553,Co,2,1,4,3,12,,
qmof-c9cb5c8,2,1,1,0.961088014040011,0.963050514126095,Co,2,1,2,3,6,,
qmof-cb134eb,2,1,1,0.979917961394619,0.979917961394619,Co,2,1,2,3,6,,
qmof-cb3e9e8,2,1,1,0.984743608306069,0.984743608306069,Co,2,1,2,3,6,,
qmof-cb81f47,4,1,1,0.976805208736124,0.976805208736124,Co,2,1,4,3,12,,
qmof-cbd795c,1,1,1,0.569545647159216,0.569545647159216,Co,2,1,1,3,3,,
qmof-cc16ed1,8,1,1,0.896945931212462,0.906729994734365,Co,2,1,8,3,24,,
qmof-cc37fc3,2,1,1,0.729920818851782,0.893668319439763,Co,2,1,2,3,6,,
qmof-cc4910d,1,1,1,0.756057527064709,0.756057527064709,Co,2,1,1,3,3,,
qmof-cc8d7ae,6,1,1,0.990656351043685,0.990656351043685,Co,2,1,6,3,18,,
qmof-cccbac5,8,1,1,0.981091417084449,0.981091941033892,Co,2,1,8,3,24,,
qmof-ccee605,4,1,1,0.990475069667052,0.990475069667052,Co,2,1,4,3,12,,
qmof-cd0f2d8,2,1,1,0.836251922548608,0.836251922548608,Co,2,1,2,3,6,,
qmof-cd363bf,2,1,1,0.961471435242525,0.961471435242525,Co,2,1,2,3,6,,
qmof-cd3d266,1,1,1,0.503399316477589,0.503399316477589,Co,3,1,1,3,3,,
qmof-cdc2b7e,1,1,1,0.870999510574994,0.870999510574994,Co,2,1,1,3,3,,
qmof-cdc8443,4,1,1,0.98107687331301,0.98107687331301,Co,2,1,4,3,12,,
qmof-cdeaaaa,4,1,1,0.925059231816373,0.982268067786574,Co,2,1,4,3,12,,
qmof-ce13302,8,1,1,0.984294159725769,0.991788095777937,Co,2,1,8,3,24,,
qmof-ce36f66,1,1,1,0.888770960536971,0.888770960536971,Co,2,1,1,3,3,,
qmof-ce52fe3,2,1,1,0.924115762861057,0.924115762861057,Co,2,1,2,3,6,,
qmof-ce9c9f9,2,1,1,0.962905122160228,0.986134981771981,Co,2,1,2,3,6,,
qmof-cf09259,3,1,1,0.901260410473433,0.901260410473433,Co,2,1,3,3,9,,
qmof-cf4c03c,3,1,1,0.9352599392825,0.980637583641579,Co,2,1,3,3,9,,
qmof-cf6fe94,2,1,1,0.960292359583536,0.960292359583536,Co,2,1,2,3,6,,
qmof-d06ef43,2,1,1,0.956267682091448,0.956267682091448,Co,2,1,2,3,6,,
qmof-d079e7b,6,1,1,0.966359481656114,0.988199070147524,Co,2,1,6,3,18,,
qmof-d0e3270,2,1,1,0.899859780365862,0.899859780365862,Co,2,1,2,3,6,,
qmof-d105fa0,2,1,1,0.987406942407245,0.987406942407245,Co,2,1,2,3,6,,
qmof-d10ccb2,8,1,1,0.916977253153292,0.924115762861057,Co,2,1,8,3,24,,
qmof-d12d0a0,4,1,1,0.908727511092002,0.931087647157601,Co,2,1,4,3,12,,
qmof-d141d6f,8,1,1,0.941645439933014,0.957758693160549,Co,2,1,8,3,24,,
qmof-d1c7a8a,2,1,1,0.961190140729353,0.961190140729353,Co,2,1,2,3,6,,
qmof-d1ed4a4,2,1,1,0.989581315447173,0.989581315447173,Co,2,1,2,3,6,,
qmof-d2eb739,1,1,1,0.838882759615328,0.838882759615328,Co,2,1,1,3,3,,
qmof-d2ed0fc,4,1,1,0.926992801722831,0.926992801722831,Co,2,1,4,3,12,,
qmof-d389267,4,1,1,0.978635725422418,0.981076349363566,Co,2,1,4,3,12,,
qmof-d3b1916,2,1,1,0.978208311295326,0.978208311295326,Co,2,1,2,3,6,,
qmof-d3f2126,2,1,1,0.986227285941075,0.986227285941075,Co,2,1,2,3,6,,
qmof-d45e712,4,1,1,0.988595132949158,0.988960305370313,Co,2,1,4,3,12,,
qmof-d4a8601,8,1,1,0.958789439616629,0.963154010473412,Co,2,1,8,3,24,,
qmof-d4b9216,2,1,1,0.981075972546074,0.981075972546074,Co,2,1,2,3,6,,
qmof-d4bbd73,4,1,1,0.897324862776709,0.897324862776709,Co,2,1,4,3,12,,
qmof-d4dbf80,6,1,1,0.795986898654535,0.795986898654535,Co,2,1,6,3,18,,
qmof-d4f6af2,6,1,1,0.97995551298718,0.97995551298718,Co,2,1,6,3,18,,
qmof-d571bd8,4,1,1,0.933142852875811,0.960286372419519,Co,2,1,4,3,12,,
qmof-d5ebe30,2,1,1,0.976221041714918,0.976221041714918,Co,2,1,2,3,6,,
qmof-d655f8d,2,1,1,0.731908396637834,0.731908396637834,Co,2,1,2,3,6,,
qmof-d65a0ec,2,1,1,0.972095108351284,0.972095108351284,Co,2,1,2,3,6,,
qmof-d6bcb97,1,1,1,0.891374789614903,0.891374789614903,Co,2,1,1,3,3,,
qmof-d6e9742,3,1,1,0.91804891469336,0.91804891469336,Co,2,1,3,3,9,,
qmof-d6ed24c,2,1,1,0.984499217213727,0.984499217213727,Co,2,1,2,3,6,,
qmof-d798ea0,2,1,1,0.808069693842771,0.808069693842771,Co,2,1,2,3,6,,
qmof-d812e1d,12,1,1,0.98902658154644,0.991787571828494,Co,2,1,12,3,36,,
qmof-d8703ab,2,1,1,0.910628921261097,0.910628921261097,Co,2,1,2,3,6,,
qmof-d88d13b,2,1,1,0.825873304771848,0.935194520002128,Co,2,1,2,3,6,,
qmof-d8bdba8,4,1,1,0.981091941033892,0.981091941033892,Co,2,1,4,3,12,,
qmof-d900cb4,8,1,1,0.981076349363566,0.981076349363566,Co,2,1,8,3,24,,
qmof-d976696,2,1,1,0.562177907281632,0.566873316491542,Co,2,1,2,3,6,,
qmof-d9d0b10,4,1,1,0.980790837426228,0.980790837426228,Co,2,1,4,3,12,,
qmof-da91664,1,1,1,0.899122489218743,0.899122489218743,Co,2,1,1,3,3,,
qmof-dae4e5a,12,1,1,0.986930658068492,0.991788095777937,Co,2,1,12,3,36,,
qmof-db5580b,2,1,1,0.960467744431632,0.962289609372881,Co,2,1,2,3,6,,
qmof-dba8b7f,2,1,1,0.882121875675781,0.961476696241787,Co,2,1,2,3,6,,
qmof-dbedd04,2,1,1,0.518318863606321,0.922078434270402,Co,2,1,2,3,6,,
qmof-dbfc0f0,2,1,1,0.888563739529368,0.963616967257006,Co,2,1,2,3,6,,
qmof-dc7e5a3,6,1,1,0.732111427908094,0.732111427908094,Co,2,1,6,3,18,,
qmof-dd2349b,6,1,1,0.984538965687155,0.988339317363042,Co,2,1,6,3,18,,
qmof-dd7b7aa,12,1,1,0.945177881247584,0.988122262166619,Co,2,1,12,3,36,,
qmof-de034a9,2,1,1,0.689399679346869,0.714970041006633,Co,3,1,2,3,6,,
qmof-debe154,2,1,1,0.983610804711988,0.983610804711988,Co,2,1,2,3,6,,
qmof-df4caa3,8,1,1,0.962583504709257,0.98577256854853,Co,2,1,8,3,24,,
qmof-df558c0,2,1,1,0.980391801098729,0.980391801098729,Co,2,1,2,3,6,,
qmof-df68ca3,8,1,1,0.986344693822439,0.990241009727766,Co,2,1,8,3,24,,
qmof-dfa389a,2,1,1,0.83864981033173,0.840009386008104,Co,2,1,2,3,6,,
qmof-dfd0917,6,1,1,0.922625412599801,0.922625412599801,Co,2,1,6,3,18,,
qmof-dffa3d8,1,1,1,0.988557138146719,0.988557138146719,Co,2,1,1,3,3,,
qmof-e02c627,4,1,1,0.897324862776709,0.897324862776709,Co,2,1,4,3,12,,
qmof-e03e344,2,1,1,0.958971341798032,0.958971341798032,Co,2,1,2,3,6,,
qmof-e049710,4,1,1,0.97185119493615,0.97185119493615,Co,2,1,4,3,12,,
qmof-e09b2a7,2,1,1,0.971581680836411,0.971581680836411,Co,2,1,2,3,6,,
qmof-e09b77b,8,1,1,0.98107687331301,0.98107687331301,Co,2,1,8,3,24,,
qmof-e21b1d7,4,1,1,0.960684893864656,0.981091941033892,Co,2,1,4,3,12,,
qmof-e268c52,2,1,1,0.940957024239765,0.940957024239765,Co,2,1,2,3,6,,
qmof-e278422,6,1,1,0.979405105079743,0.988569144315001,Co,2,1,6,3,18,,
qmof-e2b9aa4,2,1,1,0.854062566931178,0.854062566931178,Co,2,1,2,3,6,,
qmof-e2e9e5f,4,1,1,0.975183744514915,0.975183744514915,Co,2,1,4,3,12,,
qmof-e312e94,4,1,1,0.951195647049238,0.96177864844567,Co,2,1,4,3,12,,
qmof-e38ab74,12,1,1,0.911389804058748,0.912148791718216,Co,2,1,12,3,36,,
qmof-e397c42,4,1,1,0.911425673956755,0.967528054645258,Co,2,1,4,3,12,,
qmof-e474d06,6,1,1,0.974064445655382,0.974064445655382,Co,2,1,6,3,18,,
qmof-e48704b,2,1,1,0.990241009727766,0.990241009727766,Co,2,1,2,3,6,,
qmof-e4d3ca9,3,1,1,0.913060462644244,0.959817092235047,Co,2,1,3,3,9,,
qmof-e4d40d7,3,1,1,0.963446408096153,0.991788095777937,Co,2,1,3,3,9,,
qmof-e50120c,1,1,1,0.852918566952996,0.852918566952996,Co,2,1,1,3,3,,
qmof-e5ef965,4,1,1,0.961190140729353,0.961190140729353,Co,2,1,4,3,12,,
qmof-e63c646,1,1,1,0.752800861961927,0.752800861961927,Co,2,1,1,3,3,,
qmof-e687361,4,1,1,0.986451581011758,0.986451581011758,Co,2,1,4,3,12,,
qmof-e6bee8a,2,1,1,0.991397861239542,0.991397861239542,Co,2,1,2,3,6,,
qmof-e6c4516,8,1,1,0.985833618717661,0.991397337290099,Co,2,1,8,3,24,,
qmof-e6f8d75,4,1,1,0.991798655353732,0.991798655353732,Co,2,1,4,3,12,,
qmof-e717cad,4,1,1,0.987157801856874,0.987157801856874,Co,2,1,4,3,12,,
qmof-e72c3e9,4,1,1,0.940846284970839,0.940846284970839,Co,2,1,4,3,12,,
qmof-e74a5a6,2,1,1,0.891904779240318,0.891904779240318,Co,2,1,2,3,6,,
qmof-e7503d8,1,1,1,0.98015721750775,0.98015721750775,Co,2,1,1,3,3,,
qmof-e78085a,4,1,1,0.991409028476773,0.991414295242447,Co,2,1,4,3,12,,
qmof-e78a509,4,1,1,0.963740303432529,0.963740303432529,Co,2,1,4,3,12,,
qmof-e7a4b35,8,1,1,0.981091417084449,0.981091417084449,Co,2,1,8,3,24,,
qmof-e823200,2,1,1,0.794818761626982,0.794818761626982,Co,2,1,2,3,6,,
qmof-e8bc912,1,1,1,0.664873384184368,0.664873384184368,Co,2,1,1,3,3,,
qmof-e90fcf1,1,1,1,0.849340733308203,0.849340733308203,Co,2,1,1,3,3,,
qmof-e9eae19,4,1,1,0.885301903831744,0.885301903831744,Co,2,1,4,3,12,,
qmof-ea27d90,1,1,1,0.800073786389708,0.800073786389708,Co,2,1,1,3,3,,
qmof-ea5c37d,10,1,1,0.98506028191205,0.991472695446432,Co,2,1,10,3,30,,
qmof-eac83e1,8,1,1,0.986034599482744,0.986034599482744,Co,2,1,8,3,24,,
qmof-eb03a86,2,1,1,0.980338589519863,0.989638722363127,Co,2,1,2,3,6,,
qmof-eb2e363,2,1,1,0.981091941033892,0.981091941033892,Co,2,1,2,3,6,,
qmof-eb34482,2,1,1,0.980158244017152,0.980158244017152,Co,2,1,2,3,6,,
qmof-eb4d8ca,6,1,1,0.908341634622266,0.988604392732929,Co,2,1,6,3,18,,
qmof-eb6f49c,4,1,1,0.96117753990615,0.96117753990615,Co,2,1,4,3,12,,
qmof-ebfa7c9,6,1,1,0.955051615802711,0.955051615802711,Co,2,1,6,3,18,,
qmof-ec51380,4,1,1,0.652158565134092,0.652158565134092,Co,2,1,4,3,12,,
qmof-ec84fcf,2,1,1,0.899121306290406,0.899121306290406,Co,2,1,2,3,6,,
qmof-ed04002,3,1,1,0.978898486337676,0.981091941033892,Co,2,1,3,3,9,,
qmof-ed16d58,1,1,1,0.93896158258963,0.93896158258963,Co,2,1,1,3,3,,
qmof-ed31a4e,1,1,1,0.95981114946942,0.95981114946942,Co,2,1,1,3,3,,
qmof-ed37e1c,3,1,1,0.97349207826679,0.980068555268401,Co,2,1,3,3,9,,
qmof-ed8a8ec,2,1,1,0.981434641354445,0.981434641354445,Co,2,1,2,3,6,,
qmof-ed950f0,2,1,1,0.867611600987231,0.867611600987231,Co,2,1,2,3,6,,
qmof-ed9a745,2,1,1,0.851440796198828,0.851440796198828,Co,2,1,2,3,6,,
qmof-eda3909,20,1,1,0.929764959372173,0.935348494059503,Co,2,1,20,3,60,,
qmof-edbe407,8,1,1,0.905835789158478,0.979062295801483,Co,2,1,8,3,24,,
qmof-edd4ef0,2,1,1,0.822163605085076,0.822163605085076,Co,2,1,2,3,6,,
qmof-ee6fe4f,4,1,1,0.988560723581319,0.988560723581319,Co,2,1,4,3,12,,
qmof-eed9b73,3,1,1,0.685534071479877,0.685534071479877,Co,3,1,3,3,9,,
qmof-ef02703,6,1,1,0.89873814730444,0.989814344186366,Co,2,1,6,3,18,,
qmof-ef45231,8,1,1,0.955964100728117,0.961556922639804,Co,2,1,8,3,24,,
qmof-ef6e774,4,1,1,0.961861143064325,0.961861143064325,Co,2,1,4,3,12,,
qmof-ef7d4be,1,1,1,0.963446408096153,0.963446408096153,Co,2,1,1,3,3,,
qmof-ef8652c,2,1,1,0.981076349363566,0.981076349363566,Co,2,1,2,3,6,,
qmof-ef89d0e,2,1,1,0.985520487179067,0.985520487179067,Co,2,1,2,3,6,,
qmof-f0067ee,4,1,1,0.960298697162978,0.962289609372881,Co,2,1,4,3,12,,
qmof-f03e892,2,1,1,0.981460120737688,0.981460120737688,Co,2,1,2,3,6,,
qmof-f061a67,1,1,1,0.979430146017713,0.979430146017713,Co,2,1,1,3,3,,
qmof-f063351,4,1,1,0.900702890433642,0.953376840508485,Co,2,1,4,3,12,,
qmof-f07eae0,4,1,1,0.86631399949845,0.86631399949845,Co,2,1,4,3,12,,
qmof-f07f203,1,1,1,0.949458222615135,0.949458222615135,Co,2,1,1,3,3,,
qmof-f09c00f,4,1,1,0.888976499194136,0.888976499194136,Co,2,1,4,3,12,,
qmof-f0c9af4,2,1,1,0.92966942534678,0.92966942534678,Co,2,1,2,3,6,,
qmof-f0d2335,6,1,1,0.961190140729353,0.981434641354445,Co,2,1,6,3,18,,
qmof-f10cb85,2,1,1,0.991798131404288,0.991798131404288,Co,2,1,2,3,6,,
qmof-f151cd3,3,1,1,0.932781277544427,0.988561489852114,Co,2,1,3,3,9,,
qmof-f1d2d60,3,1,1,0.959817092235047,0.97901752019571,Co,2,1,3,3,9,,
qmof-f22f6f8,1,1,1,0.929745913746002,0.929745913746002,Co,2,1,1,3,3,,
qmof-f251d7a,4,1,1,0.827674343011125,0.99043601032991,Co,2,1,4,3,12,,
qmof-f260694,2,1,1,0.910721961228874,0.910721961228874,Co,2,1,2,3,6,,
qmof-f284c0f,4,1,1,0.986134981771981,0.986134981771981,Co,2,1,4,3,12,,
qmof-f2d872e,2,1,1,0.981091941033892,0.981091941033892,Co,2,1,2,3,6,,
qmof-f313ae0,6,1,1,0.974328634677555,0.988568620365558,Co,2,1,6,3,18,,
qmof-f322a23,6,1,1,0.963050514126095,0.979697478103043,Co,2,1,6,3,18,,
qmof-f343390,2,1,1,0.815067540117544,0.815067540117544,Co,2,1,2,3,6,,
qmof-f360972,2,1,1,0.979593287919912,0.979593287919912,Co,2,1,2,3,6,,
qmof-f3bdfdf,4,1,1,0.981097941746149,0.985813576697793,Co,2,1,4,3,12,,
qmof-f3d0903,2,1,1,0.979232833882182,0.979232833882182,Co,2,1,2,3,6,,
qmof-f40f3e7,1,1,1,0.8969659010079,0.8969659010079,Co,3,1,1,3,3,,
qmof-f47b0d0,2,1,1,0.831402815693433,0.831402815693433,Co,2,1,2,3,6,,
qmof-f4d66e3,4,1,1,0.865092212357386,0.991397861239542,Co,2,1,4,3,12,,
qmof-f547638,2,1,1,0.991798655353732,0.991798655353732,Co,2,1,2,3,6,,
qmof-f547d31,8,1,1,0.882976324530156,0.882976324530156,Co,2,1,8,3,24,,
qmof-f5c8d10,2,1,1,0.984375017040063,0.984375017040063,Co,2,1,2,3,6,,
qmof-f621a85,8,1,1,0.960286372419519,0.985415303922581,Co,2,1,8,3,24,,
qmof-f6990bf,2,1,1,0.94348353792606,0.947492870731989,Co,2,1,2,3,6,,
qmof-f69d443,2,1,1,0.981091941033892,0.981091941033892,Co,2,1,2,3,6,,
qmof-f6a044d,2,1,1,0.707682193087728,0.843894054746658,Co,2,1,2,3,6,,
qmof-f6b0a89,1,1,1,0.837321926844865,0.837321926844865,Co,2,1,1,3,3,,
qmof-f6f9b84,1,1,1,0.9508538700547,0.9508538700547,Co,2,1,1,3,3,,
qmof-f747cbc,4,1,1,0.963141699908517,0.979818260915659,Co,2,1,4,3,12,,
qmof-f75536d,8,1,1,0.972611367509855,0.981091941033892,Co,2,1,8,3,24,,
qmof-f771839,2,1,1,0.987201133039016,0.987201133039016,Co,2,1,2,3,6,,
qmof-f7be576,3,1,1,0.960292359583536,0.981091941033892,Co,2,1,3,3,9,,
qmof-f7d5cc6,12,1,1,0.98831334460806,0.991590400488887,Co,2,1,12,3,36,,
qmof-f7fc9af,4,1,1,0.897324862776709,0.897324862776709,Co,2,1,4,3,12,,
qmof-f814e4c,4,1,1,0.923610471593271,0.923610471593271,Co,2,1,4,3,12,,
qmof-f83c6ad,4,1,1,0.972193531364884,0.972193531364884,Co,2,1,4,3,12,,
qmof-f848e64,4,1,1,0.988209249138518,0.988209249138518,Co,2,1,4,3,12,,
qmof-f85a28f,4,1,1,0.907342260493023,0.907342260493023,Co,2,1,4,3,12,,
qmof-f9d1025,12,1,1,0.92486220166698,0.961476696241787,Co,2,1,12,3,36,,
qmof-f9d75da,12,1,1,0.900988428984287,0.900988428984287,Co,2,1,12,3,36,,
qmof-fa3f7f4,2,1,1,0.932683116867305,0.932683116867305,Co,2,1,2,3,6,,
qmof-fa42a94,4,1,1,0.889422802641857,0.897324862776709,Co,2,1,4,3,12,,
qmof-fb7f2ef,2,1,1,0.846129754253625,0.846129754253625,Co,2,1,2,3,6,,
qmof-fbc8a6c,1,1,1,0.963446408096153,0.963446408096153,Co,2,1,1,3,3,,
qmof-fc17802,2,1,1,0.764775389746113,0.764775389746113,Co,2,1,2,3,6,,
qmof-fc3bd04,8,1,1,0.989826942250911,0.989826942250911,Co,2,1,8,3,24,,
qmof-fc9058f,3,1,1,0.860303517319078,0.980989134389934,Co,2,1,3,3,9,,
qmof-fd009d5,6,1,1,0.978898486337676,0.990675149029417,Co,2,1,6,3,18,,
qmof-fd73264,4,1,1,0.980309032029707,0.980309032029707,Co,2,1,4,3,12,,
qmof-fd921b0,2,1,1,0.805666124482674,0.963448429759232,Co,2,1,2,3,6,,
qmof-fd9262c,4,1,1,0.802505117636707,0.988940285614234,Co,2,1,4,3,12,,
qmof-fd9a4f6,8,1,1,0.968055927772835,0.984350067192367,Co,2,1,8,3,24,,
qmof-fd9d828,4,1,1,0.924115762861057,0.924115762861057,Co,2,1,4,3,12,,
qmof-fdcecf4,6,1,1,0.959929545611792,0.973356143623404,Co,2,1,6,3,18,,
qmof-fdd816c,1,1,1,0.792768288080068,0.792768288080068,Co,2,1,1,3,3,,
qmof-fe6f735,2,1,1,0.988209249138518,0.988209249138518,Co,2,1,2,3,6,,
qmof-fe80f7d,4,1,1,0.928432481375405,0.959812028208174,Co,2,1,4,3,12,,
qmof-fe81804,2,1,1,0.991970494299452,0.991970494299452,Co,2,1,2,3,6,,
qmof-fe916fb,1,1,1,0.827757204306854,0.827757204306854,Co,2,1,1,3,3,,
qmof-fedf897,2,1,1,0.794769475262957,0.935156650110399,Co,2,1,2,3,6,,
qmof-ff169e1,2,1,1,0.715015696082874,0.715015696082874,Co,2,1,2,3,6,,
qmof-ff2f085,3,1,1,0.713108087562349,0.817614299634184,Co,2,1,3,3,9,,
qmof-ff432b6,2,1,1,0.833115678317858,0.833115678317858,Co,2,1,2,3,6,,
qmof-ff552fc,6,1,1,0.950528123567764,0.950528123567764,Co,2,1,6,3,18,,
qmof-04b3122,2,1,1,0.853915263705562,0.853915263705562,Cr,3,1,2,3,6,,
qmof-3d7169c,2,1,1,0.853915263705562,0.853915263705562,Cr,3,1,2,3,6,,
qmof-6977d9d,2,1,1,0.944351786932646,0.944351786932646,Cr,2,0,0,4,8,2,4
qmof-7338e21,12,1,1,0.751496005993172,0.751496005993172,Cr,2,0,0,4,48,2,24
qmof-7749ab4,2,1,1,0.701596771324988,0.701596771324988,Cr,2,0,0,4,8,2,4
qmof-7a9d846,1,1,1,0.906841558755131,0.906841558755131,Cr,2,0,0,4,4,2,2
qmof-c20a6d8,2,1,1,0.855178997308421,0.857333369153829,Cr,3,1,2,3,6,,
qmof-ff00347,4,1,1,0.935633039935301,0.935633039935301,Cr,2,0,0,4,16,2,8
qmof-030e486,1,1,1,0.548534744189529,0.548534744189529,Fe,3,1,1,5,5,3,3
qmof-0669721,4,1,1,0.957554816778284,0.957554816778284,Fe,2,0,0,4,16,2,8
qmof-0abe557,2,1,1,0.853355790168872,0.853355790168872,Fe,2,0,0,4,8,2,4
