cif_file,formula,volume,density,n_atoms,metal,CN_metal,spacegroup,spg_number
qmof-343c776.cif,Co4 H48 C80 S8 N16 O24,2474.733799,1.41552376,180,Co,6,P2_1/c,14
qmof-9679def.cif,Co2 H16 C16 S4 N8 O4,550.2151759,1.902764216,50,Co,6,C2/c,15
qmof-ad8ca85.cif,Fe1 H40 C34 S2 N14 O2,879.3586258,1.504542975,93,Fe,6,P1,1
qmof-d8f57b6.cif,Mn4 H60 C76 N12 O16,2002.918898,1.340682651,168,Mn,6,C2/c,15
qmof-99810c8.cif,Co2 H34 C46 N4 O14,989.4101613,1.652544914,100,Co,6,P1,1
qmof-50c5905.cif,Co2 H12 C8 N28,493.2772934,2.081188754,50,Co,6,P1,1
qmof-b2fddf8.cif,Co2 H28 C40 S2 N4 O14,978.9890197,1.646420241,90,Co,6,P-1,2
qmof-60450dd.cif,Co2 H44 C56 N8 O8,1211.608428,1.473127134,118,Co,4,P-1,2
qmof-c521538.cif,Co2 H24 C36 N4 O12 F8,865.9024779,1.868698423,86,Co,6,C2/c,15
qmof-949bca4.cif,Mn2 H40 C36 N4 Cl2 O8,868.0716105,1.602071643,92,Mn,6,P-1,2
qmof-ef8652c.cif,Co2 H32 C40 N12 O10,958.0449212,1.661540803,96,Co,6,P-1,2
qmof-fd9d828.cif,Co4 H24 C24 N16,1077.554909,1.19011411,68,Co,4,Fdd2,43
qmof-4ddf58e.cif,Mn6 H12 C36 O24,788.1139847,2.440079672,78,Mn,6,P1,1
qmof-911a5bf.cif,Mn2 H48 C44 N10 O8,1074.952437,1.474917765,112,Mn,6,P-1,2
qmof-1af2219.cif,Mn2 H24 C16 N20 O4,663.7912155,1.67699517,66,Mn,6,P1,1
qmof-5d6b047.cif,Mn4 H16 C12 N16 O12,678.6193977,1.948025374,60,Mn,6,P2_1/c,14
qmof-043fa31.cif,Mn4 H64 C48 I16 O32,2420.039881,2.335164064,164,Mn,6,P2_1/c,14
qmof-1f7045e.cif,Ni1 H14 C6 N2 O10,302.3202225,1.828372129,33,Ni,6,P-1,2
qmof-7e84f6f.cif,Mn2 H26 C30 N2 O16,781.0995514,1.659067476,76,Mn,6,P-1,2
qmof-bf6a861.cif,Mn2 H36 C42 N8 O10,916.3407587,1.671988489,98,Mn,7,P-1,2
qmof-a633b21.cif,Ni2 H30 C38 N4 O8,832.348683,1.572170195,82,Ni,4,P-1,2
qmof-fa3f7f4.cif,Co2 H24 C32 N8 O8,780.4551991,1.630736907,74,Co,6,C2/c,15
qmof-35c161a.cif,Ni4 H52 C78 N8 O20 F12,2177.978483,1.436436537,174,Ni,6,P2_12_12,18
qmof-6f5eeb5.cif,Ni4 H48 C56 N8 O24,1608.52265,1.498741218,140,Ni,6,P2_1/c,14
qmof-c330eaf.cif,Ni2 H56 C36 N8 O8,983.8144544,1.428375869,110,Ni,6,P-1,2
qmof-8c3a7df.cif,Ni2 H16 C24 N4 O8,532.1377364,1.890379647,54,Ni,6,P1,1
qmof-10dcb6e.cif,Mn2 H38 C50 N4 O8,1034.498472,1.497191764,102,Mn,5,P-1,2
qmof-7051972.cif,Mn1 H28 C26 N6 O6,868.0181147,1.100897526,67,Mn,6,P-1,2
qmof-3d08513.cif,Fe4 P4 H20 C8 O24,625.1904526,2.25101845,60,Fe,6,P2_1/c,14
qmof-7e6dc97.cif,Co6 H128 C144 N8 O28,3689.072122,1.247830018,314,Co,5.333333333,P-1,2
qmof-a9e8f7c.cif,Co2 H20 C26 N4 O14,635.6243665,1.90793168,66,Co,6,P-1,2
qmof-bced2e6.cif,Mn4 H48 C52 S4 N16 O24,1447.075933,1.869348149,148,Mn,6,P2_1/c,14
qmof-a54ae56.cif,Mn2 H32 C28 N28 O4,966.8211026,1.605224243,94,Mn,6,P-1,2
qmof-8564c30.cif,Mn1 H22 C30 N6 O6,597.7229754,1.715399342,65,Mn,6,P-1,2
qmof-efd4739.cif,Mn4 H56 C72 N12 O22,1873.537744,1.472194813,166,Mn,6,Cc,9
qmof-26780e7.cif,Ni2 H28 C42 N4 O14,939.7759747,1.643401305,90,Ni,6,P-1,2
qmof-892f04c.cif,Mn2 H40 C46 N8 O10,1326.811777,1.219904037,106,Mn,6,P-1,2
qmof-dbd5be4.cif,Ni9 H36 C24 N18 O42,1978.837917,1.491065224,129,Ni,6,P1,1
qmof-b3b9d5b.cif,Co2 H48 C60 N6 O12,2061.556921,0.93670868,128,Co,6,P-1,2
qmof-b2bccba.cif,Co2 H32 C42 N4 O12,897.6643643,1.669649746,92,Co,6,P1,1
qmof-41a421b.cif,Co1 H28 C40 N10 O6,989.8679051,1.34814665,85,Co,6,P-1,2
qmof-566034e.cif,Mn2 H20 C28 N16,749.5804366,1.529529514,66,Mn,6,P2_1/c,14
qmof-c61bee5.cif,Co12 H136 C216 N16 O48,7060.754439,1.0419987,428,Co,5.166666667,C2/c,15
qmof-9d372e0.cif,Mn2 H32 C48 N4 Cl4 O8,1104.257257,1.570645004,98,Mn,6,P-1,2
qmof-16e1497.cif,Co6 H84 C84 N32 O24,2556.161699,1.480725777,230,Co,6,P2_1/c,14
qmof-0f35ae8.cif,Mn1 H24 C26 S2 N14,872.6534451,1.239963108,67,Mn,6,P1,1
qmof-6d32b28.cif,Mn2 H16 C16 S4 N12,586.0853447,1.741087244,50,Mn,6,P2_1/c,14
qmof-d843630.cif,Mn1 H20 C26 S2 N8 O6 F6,1030.083428,1.246988768,69,Mn,6,P-1,2
qmof-9ab47e7.cif,Mn3 P6 H44 C24 O22,949.4829306,1.810535464,99,Mn,6,P-1,2
qmof-da4d665.cif,Ni4 H68 C76 N8 O24,1927.560031,1.474983065,180,Ni,6,P2_1,4
qmof-0dcd74e.cif,Ni6 H48 C84 N12 O26,3606.160724,0.917954964,176,Ni,6,Cm,8
qmof-fd9a4f6.cif,Co8 H176 C164 N32 O40,5087.849135,1.209803922,420,Co,4,P2_1/c,14
qmof-4107527.cif,Co4 H56 C76 N4 O22,2187.164712,1.224624972,162,Co,6,P-1,2
qmof-edd4ef0.cif,Co2 H28 C40 N4 O10,826.0235701,1.69373672,84,Co,5,P-1,2
qmof-4ef2bab.cif,Ni2 H26 C40 N6 O8,1294.422737,1.072528066,82,Ni,6,P-1,2
qmof-285da54.cif,Ni2 H20 C20 N8 O8,495.0503533,2.072304319,58,Ni,6,P2_1/c,14
qmof-0842c6d.cif,Co6 H16 C28 N12 O12,1147.90747,1.542196653,74,Co,5.333333333,P-1,2
qmof-1f0ad0a.cif,Co2 H40 C44 N4 O16,1001.060622,1.656576854,106,Co,6,P2_1/c,14
qmof-8e00017.cif,Mn2 H26 C36 S2 N6 O12,844.3815505,1.786889855,84,Mn,6,P1,1
qmof-2f8d683.cif,Mn8 As8 H32 C48 S20 N8,1669.889795,2.387553793,124,Mn,6,P2_1/c,14
qmof-2b2292f.cif,Mn4 H24 C36 N12 O16,1028.338536,1.776900345,92,Mn,6,P-1,2
qmof-0cad810.cif,Ni6 H56 C76 N12 O28,2325.523037,1.383458362,178,Ni,6,P-1,2
qmof-120743e.cif,Mn4 H28 C28 N32,991.8886613,1.728508006,92,Mn,6,P1,1
qmof-8b12648.cif,Mn4 H68 C76 S4 N12 O28,2658.058001,1.215346201,192,Mn,6,P2_1/c,14
qmof-6683238.cif,Co1 H20 C22 N4 O6,514.8589262,1.597620191,53,Co,6,P-1,2
qmof-330a403.cif,Co2 H32 C58 S2 N8 O8 F12,1618.27579,1.41491241,122,Co,6,P-1,2
qmof-e12c654.cif,Mn2 H24 C32 N16 O4,865.6870488,1.547034531,78,Mn,6,P2_1/c,14
qmof-e329fe5.cif,Mn2 H34 C48 N10 O8,1184.361581,1.386241572,102,Mn,5,P-1,2
qmof-ff169e1.cif,Co2 H44 C36 S2 N12 O12,1173.726533,1.44136138,108,Co,6,P-1,2
qmof-b9c921d.cif,Mn4 H20 C20 N8 Cl4 O12,786.9789257,1.953840858,68,Mn,6,C2/c,15
qmof-6c1d234.cif,Ni4 H24 C32 N16 O16,970.5430835,1.922074898,92,Ni,6,Pnma,62
qmof-68234b7.cif,Co2 H32 C30 N2 O14,904.8737607,1.399169924,80,Co,6,P-1,2
qmof-2e02fed.cif,Co2 H44 C64 N8 O10,1383.848905,1.44346857,128,Co,4,P-1,2
qmof-844af13.cif,Ni2 H28 C24 O16,616.3318994,1.85863067,70,Ni,6,P-1,2
qmof-fdd816c.cif,Co1 H12 C12 S2 N10 O10,504.1034139,1.908397671,47,Co,6,P-1,2
qmof-d2ed0fc.cif,Co4 H20 C36 N20 O24,1129.647605,1.987971306,104,Co,4,P2_1/c,14
qmof-480dd0a.cif,Mn2 H24 C32 N4 Cl4 O8,815.3903396,1.719297495,74,Mn,6,C2/c,15
qmof-f7fc9af.cif,Co4 H28 C52 N4 O16,2082.0477,0.957482775,104,Co,5,P2_1/c,14
qmof-7d744c9.cif,Co1 H24 C18 S2 N14,634.9297714,1.463371746,59,Co,6,P-1,2
qmof-9ed183c.cif,Mn4 H16 C32 N32,1090.8819,1.626371978,84,Mn,6,Pnma,62
qmof-540bb65.cif,Co2 H32 C40 N4 O8,866.4252337,1.561157313,86,Co,6,P-1,2
qmof-d66d109.cif,Mn4 H88 C96 N8 O16,2451.651959,1.239161584,212,Mn,6,P-1,2
qmof-f171323.cif,Mn2 H8 C8 N16,394.0366384,1.846366336,34,Mn,6,C2/m,12
qmof-af6cc5c.cif,Co2 H16 C8 O16,392.90959,2.054257008,42,Co,6,C2/c,15
qmof-fc3bd04.cif,Co8 H96 C160 N16 O32,4500.640604,1.190262825,312,Co,6,P4_32_12,96
qmof-18306a5.cif,Ni2 H44 C60 N12 O8,1347.164691,1.452582986,126,Ni,6,Cc,9
qmof-eb98c8b.cif,Mn2 H24 C16 N2 O10,486.3316226,1.755847839,54,Mn,5,P-1,2
qmof-7b0b569.cif,Ni2 H24 C36 N4 O8,816.8296899,1.540912373,74,Ni,6,C2/m,12
qmof-e78a509.cif,Co4 H60 C60 N8 O20,1646.682049,1.46108538,152,Co,6,P2_1/c,14
qmof-f4aa4ea.cif,Ni2 H22 C26 N2 O12,618.1996941,1.80463747,64,Ni,6,P-1,2
qmof-053334d.cif,Co1 H30 C30 N6 O6,688.9616498,1.517294165,73,Co,6,P-1,2
qmof-29040b3.cif,Co4 H104 C112 N16 O20,3160.200375,1.17168412,256,Co,4,P-1,2
qmof-b858d4e.cif,Co16 H80 C96 N64 O32,4008.735204,1.485016455,288,Co,4,P4/nnc,126
qmof-f10cb85.cif,Co2 H24 C10 N2 O16,455.372528,1.991628461,54,Co,6,P-1,2
qmof-f771839.cif,Co2 H40 C38 N8 O8,1012.293549,1.401927434,96,Co,5,P-1,2
qmof-2bd31fe.cif,Co2 H50 C52 N10 O16,1304.071557,1.513856361,130,Co,6,P-1,2
qmof-a9ab2a6.cif,Co4 H56 C56 N16 Cl8 O8,1974.329963,1.346126455,148,Co,4,Pnna,52
qmof-e7a4b35.cif,Co8 H96 C148 N16 O32,5239.548426,0.976728135,300,Co,6,Pca2_1,29
qmof-cc5aa5e.cif,Fe2 P2 H18 C6 O8,316.1999444,2.057765605,36,Fe,6,P2_1,4
qmof-623345d.cif,Co1 H28 C30 S2 N10,796.1492898,1.359204041,71,Co,6,C2,5
qmof-cd3d266.cif,Co1 P2 H46 C56 O6,1101.987564,1.410180588,111,Co,6,P-1,2
qmof-08ad004.cif,Co6 H84 C126 N12 O27,5688.794844,0.744825926,255,Co,6,P1,1
qmof-0a24818.cif,Mn2 H24 C26 N16,702.4077196,1.584993718,68,Mn,6,P-1,2
qmof-e54c960.cif,Mn2 H32 C30 N12 O10,917.4602883,1.503193298,86,Mn,6,P-1,2
qmof-f09c00f.cif,Co4 H32 C36 N8 O8,904.3678553,1.726737157,88,Co,4,P2_1/c,14
qmof-6a57bbc.cif,Co6 H44 C60 O32,1723.193431,1.571284657,142,Co,5.666666667,P2_1,4
qmof-a8e03e4.cif,Co2 H28 C36 N4 O14,791.9752633,1.800005742,84,Co,6,P-1,2
qmof-73ded45.cif,Co6 H6 C24 O18,1334.328958,1.164695232,54,Co,5,R-3,148
qmof-da91664.cif,Co1 H20 C26 N4 O10,591.6231135,1.704795594,61,Co,6,P-1,2
qmof-015ecfe.cif,Co1 H8 C12 N2 O4,322.6318948,1.560197148,27,Co,6,P1,1
qmof-71748b1.cif,Co2 H26 C34 S6 N10 O10,996.740748,1.740750276,88,Co,6,P-1,2
qmof-2e6cac6.cif,Co1 H24 C24 N4 O8,597.3180114,1.544014451,61,Co,6,P-1,2
qmof-3e1c72a.cif,Co4 H40 C44 N28 O8,1365.0807,1.611423203,124,Co,6,P2_1/c,14
qmof-72d8647.cif,Co2 H24 C32 N16 O4,841.6177122,1.607043131,78,Co,6,P2_1/c,14
qmof-1580a8b.cif,Co1 H20 C26 N2 O10,600.6124453,1.601830165,59,Co,6,P-1,2
qmof-cccbac5.cif,Co8 H128 C160 N16 O40,4285.254563,1.312184681,352,Co,6,P2_12_12,18
qmof-8636073.cif,Ni2 H36 C40 N8 O8 F8,1045.132302,1.630358205,102,Ni,4,P2/c,13
qmof-2740627.cif,Mn2 H20 C10 O12,417.9304309,1.756708467,44,Mn,6,P-1,2
qmof-1072fba.cif,Mn2 H16 C20 O12,525.542385,1.763757641,50,Mn,4,P-1,2
qmof-c1cca62.cif,Co2 H34 C44 N10 O12,1021.570926,1.646065869,102,Co,4,P-1,2
qmof-06a2080.cif,Mn4 H48 C72 S4 N16 O16,2200.756955,1.313835411,160,Mn,6,C2/c,15
qmof-e8a8d02.cif,Fe4 H32 C16 O28,760.6445554,1.955567496,80,Fe,6,P2_1,4
qmof-191c12e.cif,Ni4 H72 C112 N32 O16,2885.409506,1.356297232,236,Ni,6,Pcca,54
qmof-e682639.cif,Ni4 H72 C80 N24 O24,2759.926456,1.196310502,204,Ni,6,Pc,7
qmof-c9351f5.cif,Co4 H56 C80 S4 N16 O16,2192.802353,1.409571869,176,Co,6,P2_1/c,14
qmof-932ec8e.cif,Mn1 H24 C54 Br4 N10,1436.065982,1.372991577,93,Mn,6,P-1,2
qmof-24c3847.cif,Co2 P4 H24 C24 O8,647.6274393,1.749194557,62,Co,4,P1,1
qmof-6fb6dea.cif,Co1 H28 C30 N10 O8,711.8344154,1.669180312,77,Co,6,P-1,2
qmof-33892a7.cif,Fe2 H12 C12 N4 O12,405.712565,2.111660921,42,Fe,6,Cc,9
qmof-d105fa0.cif,Co2 P2 H12 C12 N2 O6,356.9841489,2.139945635,36,Co,4,P-1,2
qmof-e50120c.cif,Co1 H28 C26 N4 Cl2 O8,893.9648249,1.215476451,69,Co,6,P-1,2
qmof-6898d8a.cif,Co6 H84 C120 N18 O27,3023.151832,1.408149092,255,Co,5,P1,1
qmof-1197fef.cif,Ni2 H36 C36 N8 O10,866.1253501,1.645163264,92,Ni,5,P-1,2
qmof-0ada7fa.cif,Fe1 H14 C18 N12,454.147026,1.660839383,45,Fe,6,P1,1
qmof-35eaaa6.cif,Co4 H56 C40 O16,1029.240245,1.659499378,116,Co,5,P1,1
qmof-cd0f2d8.cif,Co2 H38 C34 N10 O8,826.717693,1.672342397,92,Co,4,P-1,2
qmof-bbf4045.cif,Mn1 H12 C18 N6,576.498831,1.057868146,37,Mn,6,P-1,2
qmof-26056e4.cif,Fe2 H16 C16 O12,404.4903899,2.101816361,46,Fe,6,C2/c,15
qmof-91bb1a1.cif,Co8 H88 C100 N72,3358.938666,1.369248806,268,Co,6,Pc,7
qmof-448b6b0.cif,Ni2 H36 C20 N4 O16,720.0628637,1.627886903,78,Ni,6,P2_1/c,14
qmof-ef45231.cif,Co8 H24 C64 N16 O8 F48,2509.293302,1.673160981,168,Co,4,C2,5
qmof-5cbefb9.cif,Fe4 H36 C28 N4 O28,878.9565411,2.078091586,100,Fe,6,Pca2_1,29
qmof-ea01fb0.cif,Mn2 H36 C58 N8 O12,1467.830518,1.29739382,116,Mn,5,P-1,2
qmof-e03e344.cif,Co2 H12 C12 N16 O8,484.7980154,2.144845952,50,Co,6,P2_1/c,14
qmof-22abcf3.cif,Co1 H26 C40 N6 O10,879.0861768,1.529287472,83,Co,6,P-1,2
qmof-5c10cb7.cif,Co2 H36 C44 N8 O8,1487.761588,1.029824021,98,Co,4,C2/c,15
qmof-7282cf9.cif,Co4 H60 C92 N8 O16,1994.364435,1.473094923,180,Co,6,C2/c,15
qmof-6077eac.cif,Ni3 P4 H34 C34 N8 O14,1346.619178,1.330106895,97,Ni,6,P-1,2
qmof-a08abd2.cif,Co2 H16 C20 S4 N4,593.5204668,1.562543401,46,Co,4,C2/c,15
qmof-a412d83.cif,Mn2 H24 C28 N4 O8,585.8374819,1.8548442,66,Mn,6,P2_1/c,14
qmof-240ebea.cif,Mn8 H60 C76 N12 O60,2720.850498,1.550677396,216,Mn,6,P1,1
qmof-27afebe.cif,Mn2 H16 C18 O12,464.1949939,1.910923073,48,Mn,6,P2_1,4
qmof-05dd4c4.cif,Ni2 H12 C8 O12,353.1034811,1.963660875,34,Ni,6,Cc,9
qmof-5948e3e.cif,Ni4 H48 C60 N4 O16,3202.764513,0.682210763,132,Ni,4.5,P2_1/m,11
qmof-17796cb.cif,Mn6 H16 C64 N12 O32,2894.872766,1.029350778,130,Mn,6,P1,1
qmof-948e0af.cif,Co6 H64 C84 N4 O28,2334.122461,1.373761566,186,Co,5.333333333,C2/c,15
qmof-b780466.cif,Mn3 H52 C54 N10 O16,1532.974855,1.366866195,135,Mn,6,P-1,2
qmof-66acad7.cif,Fe4 H32 C48 N16,2407.394632,0.728568749,100,Fe,4,C222_1,20
qmof-69186ff.cif,Mn2 H28 C28 S4 N4 O10,779.9391086,1.743018312,76,Mn,7,C2/c,15
qmof-2aa0084.cif,Mn4 H20 C16 N12 O24,748.2024755,2.184190184,76,Mn,6,P2_1/c,14
qmof-549999a.cif,Mn8 H40 C80 N24 O32,3740.505852,1.016085645,184,Mn,5,Pbcn,60
qmof-268888c.cif,Mn6 H18 C18 N18 Cl6 O6,1398.416068,1.335634206,72,Mn,6,P1,1
qmof-3fbd724.cif,Co2 H18 C26 N2 O10,609.2026697,1.73438596,58,Co,6,P-1,2
qmof-3839bb1.cif,Ni2 H36 C30 N16 O8,881.3822627,1.631739567,92,Ni,6,P-1,2
qmof-bfe8f46.cif,Mn1 H24 C18 S2 N14,747.5006916,1.23411817,59,Mn,6,P-1,2
qmof-c2746f0.cif,Mn2 H32 C28 N4 O12,654.9067833,1.841937801,78,Mn,6,P2_1/c,14
qmof-60a018e.cif,Co4 H16 C16 O20,526.2451337,2.410822164,56,Co,6,P2_12_12_1,19
qmof-b5e016a.cif,Mn4 H60 C104 N12 O24,2512.301879,1.375733666,204,Mn,6,Pna2_1,33
qmof-71a0ea3.cif,Co2 H46 C50 N8 O8,1353.638463,1.232629926,114,Co,4,P-1,2
qmof-7a182f0.cif,Ni4 H144 C96 N24 O16,2676.728782,1.318327017,284,Ni,6,P-1,2
qmof-c631f72.cif,Co2 H28 C42 N8 O16,1023.14271,1.653137312,96,Co,6,P-1,2
qmof-9ec9550.cif,Mn4 H64 C104 N20 O16,3314.768821,1.036718306,208,Mn,6,P-1,2
qmof-9bc77ec.cif,Mn1 H22 C38 S2 N4 O8,818.7275186,1.585381882,75,Mn,6,P-1,2
qmof-d0e3270.cif,Co2 H12 C16 N20,505.2900424,1.979234862,50,Co,6,C2/c,15
qmof-2235ac6.cif,Mn4 H28 C44 O20,1089.095315,1.671727264,96,Mn,5.5,P-1,2
qmof-40b01a1.cif,Mn2 H32 C68 N20,2032.411712,1.012292061,122,Mn,6,Pc,7
qmof-1985e04.cif,Fe2 H12 C20 N8 O16,882.0977604,1.378063205,58,Fe,6,P2_1/c,14
qmof-8dad5f3.cif,Mn1 H14 C10 N4 O10,348.5619815,1.930251382,39,Mn,6,P-1,2
qmof-879a6d6.cif,Ni1 H34 C24 N6 O4,594.4532015,1.478423395,69,Ni,6,P-1,2
qmof-10ff507.cif,Mn2 H44 C52 N8 O8,1153.479435,1.466699837,114,Mn,6,P1,1
qmof-a239802.cif,Co4 H52 C56 N8 O20,1506.372196,1.535328612,140,Co,6,P2_1/c,14
qmof-3e06937.cif,Mn3 H32 C22 N2 O14,686.2747342,1.725951378,73,Mn,6,P-1,2
qmof-646df48.cif,Ni1 H20 C20 N2 O8,450.1166085,1.752613103,51,Ni,6,P-1,2
qmof-4c64da3.cif,Co2 H14 C14 N2 O12,431.09696,2.003498426,44,Co,6,P-1,2
qmof-d2bacb1.cif,Mn4 H84 C136 N20 O32,4017.721965,1.128314419,276,Mn,6,P2/c,13
qmof-28cf744.cif,Co12 H36 C108 O72,5112.306761,1.036993983,228,Co,5.666666667,P1,1
qmof-0f835bb.cif,Co4 H36 C36 N8 O16,1180.976739,1.507939527,100,Co,6,P2_1,4
qmof-f6b0a89.cif,Co1 H98 C86 N12 O6,2205.753086,1.095136172,203,Co,6,P-1,2
qmof-a2a9bf5.cif,Co2 H24 C32 O12,720.8685349,1.654834653,70,Co,6,C2/c,15
qmof-a6f1445.cif,Co3 H48 C72 N30,2113.662802,1.186408053,153,Co,6,P-1,2
qmof-576cfe5.cif,Fe3 H40 C64 N8 O8,2554.429869,0.790857068,123,Fe,4.666666667,P1,1
qmof-ba95831.cif,Mn2 H12 C24 N4 O8,595.4480688,1.657198462,50,Mn,6,C2/c,15
qmof-fa6a9de.cif,Ni4 H136 C104 N24 O16,2950.769043,1.245427182,284,Ni,6,P1,1
qmof-8bd360f.cif,Fe2 H14 C14 N2 O12,415.5455962,2.053796146,44,Fe,7,P-1,2
qmof-66283ef.cif,Ni1 H32 C26 N4 O8,730.6945275,1.334549089,71,Ni,6,P-1,2
qmof-9fb6152.cif,Co4 H96 C84 N16 O16,2418.707972,1.250526191,216,Co,4,P2_1/c,14
qmof-733e678.cif,Mn1 H12 C16 N10 O6,487.2434288,1.687886774,45,Mn,6,P-1,2
qmof-20d767e.cif,Ni2 H18 C16 N2 O12,453.4872121,2.005545133,50,Ni,6,P1,1
qmof-59b517c.cif,Ni6 H28 C12 O32,724.0923631,2.376955504,78,Ni,6,Pc,7
qmof-c11323c.cif,Co2 H32 C40 N4 O8,964.5603021,1.40232403,86,Co,6,P-1,2
qmof-2389400.cif,Ni2 H16 C20 N4 O8,489.0205769,1.893919078,50,Ni,6,P-1,2
qmof-305c717.cif,Ni3 H90 C66 N18 O12,2155.339898,1.158430027,189,Ni,6,R-3,148
qmof-1af804d.cif,Mn2 H32 C24 N8 O12,712.9662477,1.710537222,78,Mn,6,Pc,7
qmof-ad80379.cif,Co4 H28 C40 N8 Cl4 O8,1011.891114,1.848194901,92,Co,4,P2_1/c,14
qmof-f4d66e3.cif,Co4 H36 C50 N4 O18,1329.015932,1.520043015,112,Co,6,P-1,2
qmof-822eb9c.cif,Mn2 H20 C8 Cl4 O8,409.0000671,2.013464962,42,Mn,6,C2/c,15
qmof-39b29a5.cif,Mn4 H12 C28 N4 O16,647.0808252,2.258677871,64,Mn,5,Pca2_1,29
qmof-5fdef1b.cif,Co3 H24 C30 N14 O8,889.679258,1.652552332,79,Co,5.333333333,P1,1
qmof-b420251.cif,Mn1 H22 C26 N12,606.6133487,1.526018043,61,Mn,6,P-1,2
qmof-743e1bf.cif,Ni1 H16 C26 N2 O10,557.5155791,1.712931592,55,Ni,6,C2,5
qmof-09bfb35.cif,Mn4 H12 C20 N8 Cl2 O10,578.9072469,2.337791341,56,Mn,5.5,P1,1
qmof-c78d46a.cif,Mn2 H28 C36 N4 O24,913.024306,1.83781318,94,Mn,6,C2/c,15
qmof-469b6f3.cif,Ni8 H96 C160 N16 O32,4424.554576,1.210010996,312,Ni,6,P4_32_12,96
qmof-b6dadce.cif,Mn2 H28 C24 N24 O12,919.9237819,1.722967926,90,Mn,6,P2_1/c,14
qmof-7978af6.cif,Co2 P4 H24 C26 O14,664.4932153,2.004716688,70,Co,6,Pmc2_1,26
qmof-642ab74.cif,Mn1 H24 C24 N6 O4,518.2687951,1.651421766,59,Mn,6,P1,1
qmof-8a2bc73.cif,Mn8 H100 C132 N4 O40,3697.997011,1.267055001,284,Mn,6,P2_1/c,14
qmof-1adadbf.cif,Co4 H100 C132 N20 O16,2955.057273,1.381262775,272,Co,6,P2_1/c,14
qmof-850cb23.cif,Mn2 H26 C30 N2 O10,702.6049798,1.617539188,70,Mn,6,P-1,2
qmof-50fed09.cif,Ni2 H26 C36 N6 O14,863.5303641,1.699921163,84,Ni,6,P1,1
qmof-c605c0a.cif,Ni2 H34 C38 N6 O8,1142.079728,1.192391387,88,Ni,5,P-1,2
qmof-44b1658.cif,Co4 P4 H40 C36 N4 O20,1050.761237,1.909572528,108,Co,4,Pc,7
qmof-8083325.cif,Ni8 H144 C136 N16 O40,4038.264706,1.27975211,344,Ni,6,Pccn,56
qmof-de3c7ce.cif,Mn4 H28 C32 N4 O24,862.3666121,2.064834923,92,Mn,6,Pc,7
qmof-1a20b4f.cif,Fe4 H36 C24 O18,678.301317,2.046382977,82,Fe,6,P1,1
qmof-e049710.cif,Co4 H40 C32 N16 Cl8,1145.649487,1.69311428,100,Co,4,P2_1/c,14
qmof-ae898ee.cif,Ni1 Ge1 H8 C8 N4 F6,383.3234886,1.756605529,28,Ni,6,P4/mmm,123
qmof-923ce21.cif,Co1 H22 C24 S2 N4 O6,601.1756682,1.617289851,59,Co,6,P-1,2
qmof-a32d5ff.cif,Co4 H88 C136 N16 O16,3219.586436,1.257418696,260,Co,6,P2_1/c,14
qmof-ed9a745.cif,Co2 H34 C42 Br2 N4 O8,958.9815651,1.73228506,92,Co,6,P-1,2
qmof-d1fec5e.cif,Mn2 H28 C28 N16 O8,813.2515765,1.687591221,82,Mn,6,P2_1,4
qmof-351413a.cif,Co3 H34 C36 N10 O18,1274.3416,1.396239271,101,Co,4.666666667,P1,1
qmof-3747ebf.cif,Fe8 H96 C176 O40,6551.809726,0.835712717,320,Fe,6,P1,1
qmof-33414d4.cif,Mn2 H44 C40 N8 O10,955.316049,1.576036034,104,Mn,5,P1,1
qmof-e544014.cif,Mn4 Si16 H176 C88 N16,3250.360943,1.086927644,300,Mn,4,Pc,7
qmof-3b6404c.cif,Mn1 H14 C20 N6,642.4055479,1.016640768,41,Mn,6,P-1,2
qmof-ece521b.cif,Mn1 H22 C26 N4 O6,539.191419,1.667384301,59,Mn,6,P-1,2
qmof-7d4712b.cif,Mn3 H34 C38 N4 O18,1197.456671,1.386037556,97,Mn,6.666666667,P-1,2
qmof-b7479eb.cif,Ni2 H36 C44 N4 O12,969.8350178,1.592613218,98,Ni,6,P2/c,13
qmof-f64021c.cif,Fe12 H24 C24 O48,1602.241178,1.814253011,108,Fe,6,P2_1/c,14
qmof-f12edcf.cif,Mn8 H32 C8 Se8 N8,761.6637236,2.859432379,64,Mn,4,Pbca,61
qmof-057b7d1.cif,Mn1 H12 C12 Cl4 O8,508.7748243,1.569786186,37,Mn,6,P-1,2
qmof-76a0d99.cif,Ni3 H48 C72 N30,2075.985924,1.207364643,153,Ni,6,P-1,2
qmof-2c173c2.cif,Co4 H24 C48 N8 O16,1697.404664,1.178321058,100,Co,5,P2_1/c,14
qmof-ea15ac0.cif,Fe2 H8 C12 N8,583.7369909,1.069412472,30,Fe,4,Cccm,66
qmof-bf36eb9.cif,Co4 H30 C30 N2 O20,920.0134033,1.758509405,86,Co,6,P-1,2
qmof-55e124e.cif,Mn4 H18 C18 N2 O24,618.4820849,2.3253233,66,Mn,6.5,P-1,2
qmof-ce17f39.cif,Mn1 H14 C14 N12 O4,446.9831879,1.743360426,45,Mn,6,P-1,2
qmof-06edf43.cif,Mn6 H56 C96 N12 O24 F16,2698.648469,1.47378383,210,Mn,6,P2_1/c,14
