mof,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
qmof-d6bcb97,3.5344,37.2992,42.676,9.588,729,1242,540,324,1,6,10,2,36,96,72,36,1.5876,5.5692,5.67,1.9404,0,-8.56,-3.9,-1.34,0,116,250,42,0,0,0,0,0,20,48,6,0,3.14,8.1,0.98,125.6586,227.154,288.252,359.346,684,1248,1584,1968,16,32,40,48,76,184,220,208,9.2448,18.7264,23.3464,27.8432,9.2416,7.752,7.752,15.504,49,42,42,84,1,1,1,2,1,2,3,5,0.5625,0.5775,0.5775,1.155,54.76,83.62,83.62,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-2,-3,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,10.5376,8.262,12.648,20.91,56.5,45,69,114,1,1,1.5,2.5,1,2.5,4.5,7,0.5477,0.5698,0.85085,1.42065,41.425,71.755,101.7,173.455,0,0.69,1.135,1.825,0,1.5,2.5,4,0,0,0,0,0,-1.5,-3,-4.5,0,-0.03,-0.05,-0.08,0,-4.95,-7.95,-12.9
qmof-58ccd6f,3.6481,23.684,21.3538,36.29,784,1344,728,784,1,4,4,8,16,32,48,64,1.4641,4.2108,3.6784,5.5176,0,-4.76,-3.54,-3.72,0,64,86,196,0,0,0,0,0,8,4,16,0,1.36,1.8,5.12,245.544,538.3244,880.4668,1021.6558,1134,2528,3964,4228,34,76,124,146,200,516,796,786,16.0882,39.4268,62.4724,68.485,9.2416,16.9936,28.88,15.9296,49,91,98,56,1,2,4,2,4,12,16,8,0.5625,1.14,1.71,0.84,54.76,138.38,233.945228,88.112614,0,0.49,2.66,0.84,0,1,14,6,0,0,0,0,0,-2,0,0,0,-0.02,0.72,0.38,0,-3.9,-2.01422,2.89289,10.5376,16.1204,28.1436,33.3672,56.5,80,144.75,159,1,2,3.25,4,5,12.75,18.75,18.75,0.5477,1.06855,1.764175,2.04295,41.425,135.5931535,202.9331535,227.6744605,0,1.145,1.39,2.655,0,3.5,4,9,0,0,0,0,0,-0.25,-0.5,-2.25,0,0.055,0.045,0.195,0,-6.1767775,-8.1267775,-11.7803325
qmof-8fe6d7b,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,192,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,46,0,3.14,3.43,8.05,115.55755,229.1685,363.2127,421.643,454,912,1203,1028,17.5,35,56,68,91,221,281,264,7.03335,16.2547,22.876,23.4552,10.5376,12.138,24.7428,22.518,56.5,66,105,60,1,1.5,3,3,2.5,7.5,10.5,8,0.5477,0.85855,1.4025,1.1174,41.425,113.565,160.962614,128.995297,0,0.935,1.775,2.77,0,2,8,14.5,0,0,0,0,0,-2,-1.5,-1,0,-0.04,0.34,0.71,0,-6.9,-4.00711,-1.26422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmof-b92e7e5,3.5344,37.2992,45.3644,85.5964,729,1242,1917,2646,1,6,10,16,36,102,174,222,1.5876,5.5692,9.3114,14.2128,0,-8.56,-5.33,-15.45,0,116,199,334,0,0,0,0,0,19,31,59,0,3.14,5.21,8.88,286.1238,564.672,901.5908,1133.639,1314,2616,3968,4448,40,84,132,174,216,540,788,926,18.676,43.1508,64.97,78.819,10.1056,13.26,26.8312,31.9717333333333,54,72,126,153.333333333333,1,1.66666666666667,3.33333333333333,4,3,9,14.6666666666667,18,0.552633333333333,0.957366666666667,1.705,2.08973333333333,45.87,131.456666666667,218.801742666667,265.908409333333,0,0.95,1.83666666666667,2.13333333333333,0,2,6.66666666666667,7.33333333333333,0,0,0,0,0,-2,-2,-2.66666666666667,0,-0.04,0.2,0.186666666666667,0,-7.2,-7.87140666666667,-9.87140666666667,3.94453333333333,2.924,6.86853333333333,5.848,21.3333333333333,16,37.3333333333333,32,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,1,1.33333333333333,2,0.177633333333333,0.187366666666667,0.365,0.374733333333333,9.36333333333333,19.9633333333333,29.3266666666667,39.9266666666667,0,0.296666666666667,0.296666666666667,0.593333333333333,0,0.666666666666667,0.666666666666667,1.33333333333333,0,0,0,0,0,-0.666666666666667,-0.666666666666667,-1.33333333333333,0,-0.013333333333333,-0.013333333333333,-0.026666666666667,0,-2,-2,-4
qmof-9ec9550,2.4025,30.132,31.62,52.6535,625,1125,1200,1675,1,6,8,13,36,90,144,180,1.9321,6.1716,8.5624,12.1347,0,-10.14,-8,-13.82,0,105,152,258,0,0,0,0,0,21,24,48,0,3.9,4.96,9.34,226.698266666667,483.996466666667,756.569866666667,895.452266666667,968.666666666667,2122.66666666667,3066.66666666667,3122.66666666667,34,72.6666666666667,113.333333333333,140,186,462,658.666666666667,705.333333333333,15.0332666666667,36.1344666666667,53.3833333333334,59.1950666666667,10.5376,12.138,25.7713333333333,25.4261333333333,56.5,66,124.833333333333,113.333333333333,1,1.5,3,3.16666666666667,2.5,7.5,11.6666666666667,11.6666666666667,0.5477,0.85855,1.5475,1.55585,41.425,113.565,176.476307,184.747178333333,0,0.935,1.43666666666667,1.99833333333333,0,2,5.16666666666667,7.83333333333333,0,0,0,0,0,-2,-1.83333333333333,-2,0,-0.04,0.146666666666667,0.26,0,-6.9,-6.103555,-6.83925833333333,10.5376,14.5548,24.3476,20.7724,56.5,71.25,124.25,112.75,1,1.75,2.75,2.5,3.75,9,12.5,13.75,0.5477,0.920425,1.475625,1.4246,41.425,107.4731535,163.3281535,178.105,0,0.9,1.145,1.5025,0,3,3.5,3.25,0,0,0,0,0,-0.75,-1,-2.5,0,0.065,0.055,-0.065,0,-4.2267775,-6.1767775,-10.875
qmof-2aaaa2a,3.3489,37.7712,24.0462,93.7692,676,1248,2340,3120,1,6,6,18,36,72,144,288,1.5625,5.475,7.95,17.025,0,-9.66,-2.16,-18.3,0,108,66,348,0,0,0,0,0,24,12,60,0,3.12,1.14,8.88,300.1066,632.0298,1071.1084,1376.244,1588,3696,5056,5736,48,102,168,224,270,686,1000,1120,21.0726,52.6214,80.2712,96.6016,11.8336,7.5336,29.3776,35.088,64,120,160,192,1,1,3,4,1,4,7,12,0.5329,0.7738,1.6571,2.2484,28.09,132.5,147.87,239.56,0,1.25,1.78,3.56,0,-7,4,8,0,0,0,0,0,-3,-4,-8,0,-0.33,-0.08,-0.16,0,-19.7,-12,-24,4.7961,26.2362,22.338,41.61,225,420,360,420,1,4,4,8,16,32,48,64,1.1236,3.18,3.2648,4.8336,625,830,1130,1580.711,0,-3.22,-1.44,-1.48,0,32,36,92,0,0,0,0,0,8,4,16,0,1.24,1.16,3.92,0,66.8,54.8,136.77156
qmof-c49d30b,3.5344,34.2912,38.352,64.8976,729,1134,1296,2160,1,6,8,12,36,84,120,192,1.5876,5.67,7.7616,11.4408,0,-6.96,-5.36,-11.96,0,120,168,244,0,0,0,0,0,22,28,40,0,3.06,3.92,6.04,40.7298,62.016,49.9714,31.008,219,336,268,168,5,8,6,4,14,24,16,8,2.8733,4.62,3.4358,2.31,9.2416,10.336,17.4901333333333,19.2533333333333,49,56,93.3333333333333,65.3333333333333,1,1.33333333333333,2,2.66666666666667,2,5.33333333333333,9.33333333333333,8,0.5625,0.77,1.135,1.14,54.76,111.493333333333,128.76,155.963485333333,0,0.653333333333334,0.326666666666667,1.77333333333333,0,1.33333333333333,0.666666666666667,9.33333333333333,0,0,0,0,0,-1.33333333333333,-2,0,0,-0.026666666666667,-0.013333333333333,0.48,0,-5.2,-2.6,-1.34281333333333,9.2416,17.556,21.0672,9.62666666666667,49,80.5,112,32.6666666666667,1,2.33333333333333,2.33333333333333,1.33333333333333,5.66666666666667,11.3333333333333,10.6666666666667,8,0.5625,1.1975,1.3175,0.57,54.76,169.979640333333,137.393333333333,77.9817426666667,0,1.31833333333333,0.163333333333333,0.886666666666667,0,4.83333333333333,0.333333333333333,4.66666666666667,0,0,0,0,0,1,1.66666666666667,1.33333333333333,0,0.153333333333333,-0.006666666666667,0.24,0,-5.703555,-1.3,-0.671406666666667
qmof-f0c9af4,3.5344,24.3648,28.764,61.4008,729,810,972,1836,1,4,6,12,16,40,72,112,1.5876,3.7296,5.8212,10.4832,0,-5.44,-4.02,-10.1,0,78,126,256,0,0,0,0,0,6,6,20,0,2.08,2.94,6.8,185.86605,390.9202,637.5415,757.8345,774,1672,2437,2412,27.5,58,95,119,153,386,556,583,11.71675,28.1528,42.5839,46.8799,10.1056,13.26,27.8242666666667,25.8106666666667,54,72,130.666666666667,120.666666666667,1,1.66666666666667,3.33333333333333,3.33333333333333,3,9,14.6666666666667,16.6666666666667,0.552633333333333,0.957366666666667,1.695,1.71473333333333,45.87,131.456666666667,199.561742666667,229.401742666667,0,0.95,1.51,2.13333333333333,0,2,6,7.33333333333333,0,0,0,0,0,-2,-2,-3.33333333333333,0,-0.04,0.213333333333333,0.186666666666667,0,-7.2,-5.27140666666667,-9.87140666666667,9.9328,19.9790933333333,41.5694933333334,35.4837333333333,53,108.133333333333,166.133333333333,130.133333333333,1,2.46666666666667,5.33333333333333,4.8,6.86666666666667,21.8,32.2666666666667,29.2,0.554606666666667,1.41444666666667,2.454,2.12378666666667,47.648,191.258666666667,305.062561333333,281.482909866667,0,1.13133333333333,2.96266666666667,3.312,0,2.33333333333333,14.6666666666667,16,0,0,0,0,0,-0.933333333333333,3.46666666666667,2.53333333333333,0,-0.046666666666667,0.706666666666667,0.746666666666667,0,-8.86,-4.13422,-5.34850133333333
qmof-0138985,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,149.6588,311.916,481.6752,570.627,617,1320,1836,1824,23,48,74,92,122,300,418,442,9.8383,23.3464,33.6842,37.04,10.9696,11.016,23.3637333333333,18.7386666666667,59,60,107.333333333333,82.6666666666667,1,1.33333333333333,2.66666666666667,2.33333333333333,2,6,8,7.33333333333333,0.542766666666666,0.759733333333333,1.3,1.12696666666667,36.98,95.6733333333333,136.635076,129.961742666667,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.33333333333333,-2.33333333333333,0,-0.04,0.213333333333333,0.193333333333333,0,-6.6,-4.67140666666667,-7.37140666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmof-fbdc467,3.6481,36.2136,36.0799,78.7747666666667,784,1232,1605.33333333333,2389.33333333333,1,5.66666666666667,7.66666666666667,14.6666666666667,32.3333333333333,78,135,191.666666666667,1.4641,5.03763333333334,7.1753,12.1161333333333,0,-8.13666666666667,-4.24666666666667,-13.23,0,114.666666666667,157.333333333333,325.333333333333,0,0,0,0,0,18.6666666666667,20,49.6666666666667,0,2.69333333333333,3.34666666666667,7.73333333333333,246.39975,508.3971,821.0332,1020.669,1222.5,2646,3712,4050,36.5,77,122.5,158,199.5,498,714.5,796,16.417075,39.3247,58.82485,68.9934,11.0930285714286,10.6954285714286,22.9697142857143,18.568,59.7142857142857,58.2857142857143,108,84.5714285714286,1,1.28571428571429,2.57142857142857,2.28571428571429,1.85714285714286,5.57142857142857,7.42857142857143,7.14285714285714,0.541357142857143,0.7315,1.27071428571429,1.12657142857143,35.71,90.5614285714286,129.684350857143,128.507208,0,0.915714285714286,1.39571428571429,1.89142857142857,0,2,5.42857142857143,6.57142857142857,0,0,0,0,0,-2,-1.42857142857143,-2.57142857142857,0,-0.04,0.177142857142857,0.154285714285714,0,-6.51428571428571,-4.86120571428572,-8.03263428571429,10.7242,16.0660285714286,29.7265142857143,45.4694285714286,105.142857142857,181.714285714286,213.714285714286,249.142857142857,1,1.92857142857143,3.42857142857143,5.85714285714286,5.07142857142857,12.2142857142857,20.4285714285714,28.4285714285714,0.64165,1.33617857142857,2.104,2.99167142857143,102.719285714286,220.583571428571,326.005714285714,469.819866857143,0,0.585,1.86928571428571,4.43857142857143,0,5.57142857142857,12.7142857142857,35.4285714285714,0,0,0,0,0,-0.285714285714286,-2.14285714285714,-0.285714285714286,0,0.081428571428571,0.131428571428571,1.06285714285714,0,-0.385714285714287,-5.48571428571429,2.61435142857142
qmof-c631f72,3.5344,37.2992,33.558,63.0364,729,1242,1134,1674,1,6,7,13,36,84,126,174,1.5876,5.5692,6.7914,10.4958,0,-8.56,-4.69,-9.09,0,116,147,289,0,0,0,0,0,22,21,49,0,3.14,3.43,8.05,167.97385,331.891,502.949,605.1591,739,1456,2066,2115,23.5,48,72,89,120,290,390,399,10.44035,23.748,33.672,37.1845,10.5376,12.138,24.7428,20.6128,56.5,66,105,97,1,1.5,3,2.5,2.5,7.5,10,10,0.5477,0.85855,1.4025,1.27085,41.425,113.565,160.962614,145.756307,0,0.935,1.775,1.555,0,2,8,5.5,0,0,0,0,0,-2,-1,-2.5,0,-0.04,0.34,0.14,0,-6.9,-4.00711,-6.503555,11.1856,14.019,23.5386,32.839,60.25,60.75,127.5,146.5,1,1.75,2.5,3.75,3.75,8.75,12.25,15,0.5403,0.847225,1.3949,1.809025,34.7575,101.03757425,141.2875,178.4001485,0,1.4325,1.035,2.275,0,5.25,2.25,9.25,0,0,0,0,0,-0.5,-1.25,-0.75,0,0.145,-0.045,0.315,0,-5.528555,-7.425,-6.63211
qmof-ec80935,3.3489,36.7464,34.77,32.208,676,1716,728,208,1,6,8,8,36,84,120,48,1.5625,6.125,5.7,3.7,0,-9.1,-4.36,-2.96,0,90,180,200,0,0,0,0,0,22,28,40,0,2.6,5.44,7.04,88.3972,185.946,345.754,337.9652,280,624,760,512,14,28,52,54,80,192,232,184,4.5326,11.4268,16.8436,14.5078,11.8336,17.544,47.816,42.1056,64,96,128,96,1,2,6,5,4,16,24,12,0.5329,1.1242,2.2046,1.6133,28.09,119.78,215.330732,123.640732,0,1.78,6.74,4.96,0,4,32,28,0,0,0,0,0,-4,0,4,0,-0.08,1.36,1.44,0,-12,-8.82844,3.17156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmof-97c430f,3.3489,37.7712,22.0149,43.8468,676,1248,1300,1456,1,6,5,8,36,72,108,120,1.5625,5.475,5.4125,7.5,0,-9.66,-2.88,-9.32,0,108,80,152,0,0,0,0,0,24,12,28,0,3.12,1.92,4,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmof-1b95eaa,2.4025,31.992,23.715,45.043,625,1200,900,1700,1,6,6,10,36,72,108,132,1.9321,6.0882,6.4218,10.4806,0,-11.34,-6,-13.56,0,102,114,182,0,0,0,0,0,24,18,38,0,3.96,3.72,6.36,235.499,503.356333333333,866.4328,1119.4808,896,1973.33333333333,2940,3296,36,75.3333333333333,132,177.333333333333,207.333333333333,532.666666666667,772,866.666666666667,14.0510666666667,34.7286,54.2604,65.5132,11.8336,8.772,19.5850666666667,23.392,64,48,106.666666666667,128,1,1,2,2.66666666666667,1,3,4.66666666666667,8,0.5329,0.5621,1.10473333333333,1.49893333333333,28.09,59.89,98.58,159.706666666667,0,0.89,1.18666666666667,2.37333333333333,0,2,2.66666666666667,5.33333333333333,0,0,0,0,0,-2,-2.66666666666667,-5.33333333333333,0,-0.04,-0.053333333333333,-0.106666666666667,0,-6,-8,-16,10.3936,17.2071111111111,34.0421333333333,35.5221333333333,55.6666666666667,80.4444444444444,144.666666666667,140.666666666667,1,2.22222222222222,4.11111111111111,4.66666666666667,6.22222222222222,17.4444444444444,25.7777777777778,28.7777777777778,0.549344444444444,1.14315555555556,1.93416666666667,2.14464444444445,42.9066666666667,152.934495111111,215.867929777778,273.355758222222,0,1.42222222222222,2.00555555555556,3.15555555555556,0,4.88888888888889,9.88888888888889,14.2222222222222,0,0,0,0,0,-0.111111111111111,1.88888888888889,1.66666666666667,0,0.124444444444444,0.468888888888889,0.604444444444444,0,-6.58093777777778,-2.70948,-7.12375111111111
qmof-1af804d,2.4025,37.572,30.535,42.718,625,1200,950,1400,1,8,8,10,64,160,160,192,1.9321,7.1724,7.4504,9.4242,0,-11.84,-7.3,-12.06,0,152,162,194,0,0,0,0,0,44,44,56,0,5.96,5.76,7.12,220.4108,450.891,764.8148,889.0408,896,1872,2708,2452,32,66,112,136,178,446,608,606,13.1392,31.185,46.9384,49.6024,10.5376,12.138,26.0196,28.4156,56.5,66,126,105.5,1,1.5,3,3.5,2.5,7.5,12.5,13,0.5477,0.85855,1.545,1.54115,41.425,113.565,171.666307,167.07899,0,0.935,1.355,2.35,0,2,5,11.5,0,0,0,0,0,-2,-2.5,-2.5,0,-0.04,0.15,0.52,0,-6.9,-5.453555,-2.710665,10.5376,16.014,36.5836,35.1036,56.5,87,154,112.5,1,2,4.5,4.5,5,16.5,25,19.5,0.5477,1.1473,2.11125,1.81865,41.425,155.375,246.828921,200.431604,0,1.18,2.44,3.19,0,2.5,11.5,17.5,0,0,0,0,0,-1.5,1.5,2,0,-0.05,0.52,0.9,0,-8.85,-4.510665,0.182224999999999
qmof-bd08a72,2.4025,31.992,33.4025,34.6735,625,1200,850,1100,1,6,9,8,36,90,126,114,1.9321,6.0882,7.4087,7.2836,0,-11.34,-7.6,-9.97,0,102,191,156,0,0,0,0,0,21,33,29,0,3.96,7.18,5.88,106.6916,166.719,288.8484,359.541,530,816,1248,1410,12,22,36,42,58,136,144,98,5.8428,11.4422,16.8564,17.9146,11.8336,8.772,22.4832666666667,38.0349333333333,64,48,108.666666666667,173.333333333333,1,1,2.41666666666667,3.83333333333333,1,3.41666666666667,6.25,6.41666666666667,0.5329,0.5621,1.21970833333333,1.80918333333333,28.09,59.89,111.18320125,135.276016333333,0,0.89,1.7775,2.13,0,2,5.75,9,0,0,0,0,0,-2.41666666666667,-3.83333333333333,-2.58333333333333,0,-0.04,0.093333333333333,0.32,0,-6,-8.16962916666667,-5.20711,5.9168,4.386,10.3028,14.0868,32,24,56,60,0.5,0.5,1,1.5,0.5,1.5,2.5,3,0.26645,0.28105,0.5475,0.68255,14.045,29.945,43.99,55.9338415,0,0.445,0.445,1.065,0,1,1,4.5,0,0,0,0,0,-1,-1.5,-1.5,0,-0.02,-0.02,0.16,0,-3,-3,-2.603555
qmof-343c776,3.5344,37.2992,41.83,69.5036,729,1242,1188,1890,1,6,9,14,36,90,138,180,1.5876,5.5692,7.7238,11.4156,0,-8.56,-5.33,-10.65,0,116,199,308,0,0,0,0,0,21,31,54,0,3.14,5.21,8.58,107.863,192.729,297.5914,301.6968,538,960,1432,1266,13,26,38,38,64,150,190,146,6.4957,13.8138,19.3334,17.1366,10.9696,11.016,23.3637333333333,20.7797333333333,59,60,107.333333333333,93.3333333333333,1,1.33333333333333,2.66666666666667,2.33333333333333,2,6,8,6.66666666666667,0.542766666666666,0.759733333333333,1.3,1.1075,36.98,95.6733333333333,136.635076,108.761742666667,0,0.92,1.48,1.31666666666667,0,2,6,5.66666666666667,0,0,0,0,0,-2,-1.33333333333333,-1.66666666666667,0,-0.04,0.213333333333333,0.22,0,-6.6,-4.67140666666667,-3.37140666666667,10.5387333333333,13.549,28.5703333333333,37.5071666666667,93.5,94,222,247.833333333333,1,1.66666666666667,3.33333333333333,4,3,9,16,13,0.622416666666666,1.0164,2.07876666666667,2.2042,90.58,160.836666666667,305.833333333333,305.978455333333,0,1.06333333333333,1.65666666666667,1.38333333333333,0,5.66666666666667,7,10.8333333333333,0,0,0,0,0,-2,-2.66666666666667,0,0,0.036666666666667,0.01,0.341666666666667,0,-4.6,-8.6,0.628593333333332
qmof-8fa9c85,3.5344,24.3648,28.764,60.0848,729,810,972,1566,1,4,6,12,16,40,72,96,1.5876,3.7296,5.8212,9.4752,0,-5.44,-4.02,-9.4,0,78,126,266,0,0,0,0,0,6,6,24,0,2.08,2.94,7.6,162.3835,335.529,540.1884,613.5341,919,1560,2292,2431,24,50,80,96,130,322,456,458,10.788,24.7786,36.8564,39.9376,10.9696,11.016,23.8602666666667,16.5093333333333,59,60,109.666666666667,80.3333333333333,1,1.33333333333333,2.66666666666667,2,2,6,8,7.33333333333333,0.542766666666667,0.759733333333333,1.295,1.03446666666667,36.98,95.6733333333333,127.015076,118.844204666667,0,0.92,1.31666666666667,1.63,0,2,5.66666666666667,5,0,0,0,0,0,-2,-1.33333333333333,-3,0,-0.04,0.22,0.066666666666667,0,-6.6,-3.37140666666667,-8.33570333333333,10.3536,13.362,29.4064,24.2632,134,92,159,232.333333333333,1,1.66666666666667,3.66666666666667,3,3.66666666666667,12,15.3333333333333,11.6666666666667,0.691833333333333,1.01896666666667,1.8157,1.80923333333333,98.67,158.576666666667,257.783485333333,309.765473333333,0,0.99,2.15,1.92666666666667,0,5.33333333333333,16.6666666666667,16.6666666666667,0,0,0,0,0,-1.66666666666667,1,-2,0,0.04,0.626666666666667,0.44,0,-4.8,1.45718666666667,-0.071406666666668
qmof-c9f98ce,2.4025,34.2653333333333,18.9616666666667,24.7586666666667,625,1216.66666666667,866.666666666667,933.333333333333,1,6.66666666666667,5.33333333333333,5.33333333333333,45.3333333333333,108,89.3333333333333,105.333333333333,1.9321,6.43106666666667,5.1708,5.56,0,-11.7733333333333,-3.96666666666667,-7.70666666666667,0,118,98.6666666666667,96,0,0,0,0,0,29.3333333333333,20.6666666666667,16.6666666666667,0,4.64,3.69333333333333,3.41333333333333,228.0924,428.553,705.7026,810.4152,1017,1908,2718,2640,30,60,96,108,156,366,444,468,13.143,29.2908,41.6328,43.9308,11.8336,8.772,20.6056,26.9696,64,48,112,80,1,1,2,3,1,3,5,4,0.5329,0.5621,1.095,1.0731,28.09,59.89,87.98,75.865366,0,0.89,0.89,2.48,0,2,2,14,0,0,0,0,0,-2,-3,-1,0,-0.04,-0.04,0.72,0,-6,-6,1.58578,11.8336,17.544,41.452,56.3472,64,96,160,240,1,2,5,6,4,14,22,20,0.5329,1.1242,2.2265,2.7302,28.09,119.78,227.445366,223.735366,0,1.78,5.15,4.26,0,4,20,18,0,0,0,0,0,-3,-1,2,0,-0.08,0.6,0.64,0,-12,-16.41422,-10.41422
qmof-1b44fef,2.4025,33.4386666666667,32.4466666666667,36.3113333333333,625,1183.33333333333,883.333333333333,1366.66666666667,1,6.66666666666667,8.66666666666667,8,45.3333333333333,112,125.333333333333,141.333333333333,1.9321,6.46813333333333,7.4226,8.37706666666667,0,-11.24,-7.5,-11.0266666666667,0,119.333333333333,181.333333333333,145.333333333333,0,0,0,0,0,28.6666666666667,36.6666666666667,32,0,4.61333333333333,6.70666666666667,5.09333333333333,161.5451,318.342,497.2776,550.2708,755,1500,2226,2208,22,46,70,80,116,282,384,372,10.463,23.8238,34.611,35.5976,10.9696,11.016,24.5696,27.5434666666667,59,60,133,148.666666666667,1,1.33333333333333,2.66666666666667,3,2,6,10,10.6666666666667,0.542766666666667,0.759733333333333,1.495,1.68223333333333,36.98,95.6733333333333,160.526666666667,175.84,0,0.92,1.08333333333333,1.08333333333333,0,2,2.33333333333333,2.33333333333333,0,0,0,0,0,-2,-2.33333333333333,-2.33333333333333,0,-0.04,-0.046666666666667,-0.046666666666667,0,-6.6,-7.9,-7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
